StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<30;ResponseTimeRepartition1_<40;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_>=200;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:18.559634	1765855878.559634;2025-12-16	03:31:19.561403	1765855879.561403;00:00:01;00:00:39;1000;974.026;974.889;0;0;975;38085;38085;5;974;38080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;38084;0;0;0;0;0;0;0;0;;38030;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:19.561477	1765855879.561477;2025-12-16	03:31:20.563097	1765855880.563097;00:00:01;00:00:40;1000;978.022;974.967;0;0;979;39064;39064;3;981;39061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;39064;0;0;0;0;0;0;0;0;;39011;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:20.563184	1765855880.563184;2025-12-16	03:31:21.563867	1765855881.563867;00:00:01;00:00:41;1000;981;975.09;0;0;981;40045;40045;3;981;40042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;40045;0;0;0;0;0;0;0;0;;39992;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:21.563971	1765855881.563971;2025-12-16	03:31:22.565938	1765855882.565938;00:00:01;00:00:42;1000;989.011;975.398;0;0;990;41035;41035;2;991;41033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;41035;0;0;0;0;0;0;0;0;;40983;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:22.566039	1765855882.566039;2025-12-16	03:31:23.567248	1765855883.567248;00:00:01;00:00:43;1000;984.016;975.576;0;0;985;42020;42020;2;985;42018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;42020;0;0;0;0;0;0;0;0;;41968;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:23.567320	1765855883.567320;2025-12-16	03:31:24.569241	1765855884.569241;00:00:01;00:00:44;1000;974.026;975.518;0;0;975;42995;42995;4;973;42991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;42993;0;0;0;0;0;0;0;0;;42941;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:24.569359	1765855884.569359;2025-12-16	03:31:25.571438	1765855885.571438;00:00:01;00:00:45;1000;976.048;975.53;0;0;978;43973;43973;6;976;43967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;43972;0;0;0;0;0;0;0;0;;43917;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:25.571521	1765855885.571521;2025-12-16	03:31:26.573848	1765855886.573848;00:00:01;00:00:46;1000;976.048;975.541;0;0;978;44951;44951;2;982;44949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;44951;0;0;0;0;0;0;0;0;;44899;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:26.574002	1765855886.574002;2025-12-16	03:31:27.575371	1765855887.575371;00:00:01;00:00:47;1000;972.028;975.446;0;0;973;45924;45924;6;969;45918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;45923;0;0;0;0;0;0;0;0;;45868;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:27.575452	1765855887.575452;2025-12-16	03:31:28.576309	1765855888.576309;00:00:01;00:00:48;1000;973;975.375;0;0;973;46897;46897;5;974;46892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;46896;0;0;0;0;0;0;0;0;;46842;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:28.576391	1765855888.576391;2025-12-16	03:31:29.577873	1765855889.577873;00:00:01;00:00:49;1000;977.023;975.409;0;0;978;47875;47875;3;980;47872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;47875;0;0;0;0;0;0;0;0;;47822;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:29.577967	1765855889.577967;2025-12-16	03:31:30.580242	1765855890.580242;00:00:01;00:00:50;1000;968.064;975.242;0;0;970;48845;48845;4;969;48841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;48845;0;0;0;0;0;0;0;0;;48791;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:30.580362	1765855890.580362;2025-12-16	03:31:31.581632	1765855891.581632;00:00:01;00:00:51;1000;986.014;975.453;0;0;987;49832;49832;5;986;49827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;49829;0;0;0;0;0;0;0;0;;49777;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:31.581733	1765855891.581733;2025-12-16	03:31:32.582423	1765855892.582423;00:00:01;00:00:52;1000;982;975.56;0;0;982;50814;50814;6;981;50808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;50814;0;0;0;0;0;0;0;0;;50758;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:32.582490	1765855892.582490;2025-12-16	03:31:33.585006	1765855893.585006;00:00:01;00:00:53;1000;972.056;975.494;0;0;974;51788;51788;2;978;51786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;51788;0;0;0;0;0;0;0;0;;51736;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:33.585119	1765855893.585119;2025-12-16	03:31:34.586480	1765855894.586480;00:00:01;00:00:54;1000;969.031;975.356;0;0;970;52758;52758;2;970;52756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;52758;0;0;0;0;0;0;0;0;;52706;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:34.586611	1765855894.586611;2025-12-16	03:31:35.587363	1765855895.587363;00:00:01;00:00:55;1000;968;975.205;0;0;968;53726;53726;4;966;53722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;53725;0;0;0;0;0;0;0;0;;53672;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:35.587474	1765855895.587474;2025-12-16	03:31:36.590003	1765855896.590003;00:00:01;00:00:56;1000;975.05;975.202;0;0;977;54703;54703;2;979;54701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;54703;0;0;0;0;0;0;0;0;;54651;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:36.590116	1765855896.590116;2025-12-16	03:31:37.591333	1765855897.591333;00:00:01;00:00:57;1000;985.015;975.357;0;0;986;55689;55689;3;985;55686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;55689;0;0;0;0;0;0;0;0;;55636;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:37.591404	1765855897.591404;2025-12-16	03:31:38.593319	1765855898.593319;00:00:01;00:00:58;1000;987.013;975.541;0;0;988;56677;56677;3;988;56674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;56677;0;0;0;0;0;0;0;0;;56624;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:38.593390	1765855898.593390;2025-12-16	03:31:39.595320	1765855899.595320;00:00:01;00:00:59;1000;991.009;975.787;0;0;992;57669;57669;2;993;57667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;57669;0;0;0;0;0;0;0;0;;57617;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:39.595389	1765855899.595389;2025-12-16	03:31:40.596263	1765855900.596263;00:00:01;00:01:00;1000;984;975.907;0;0;984;58653;58653;2;984;58651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:003000;00:00:00:004000;00:00:00:000000;00:00:00:001000;;58653;0;0;0;0;0;0;0;0;;58601;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:40.596335	1765855900.596335;2025-12-16	03:31:41.598196	1765855901.598196;00:00:01;00:01:01;1000;989.011;976.106;0;0;990;59643;59643;4;988;59639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;59643;0;0;0;0;0;0;0;0;;59569;70;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:41.598302	1765855901.598302;2025-12-16	03:31:42.598399	1765855902.598399;00:00:01;00:01:02;1000;982;976.201;0;0;982;60625;60625;5;981;60620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;60625;0;0;0;0;0;0;0;0;;60550;70;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:42.598469	1765855902.598469;2025-12-16	03:31:43.600060	1765855903.600060;00:00:01;00:01:03;1000;982.018;976.293;0;0;983;61608;61608;2;986;61606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;61608;0;0;0;0;0;0;0;0;;61536;70;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:43.600206	1765855903.600206;2025-12-16	03:31:44.602103	1765855904.602103;00:00:01;00:01:04;1000;973.027;976.227;0;0;974;62582;62582;2;974;62580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;62582;0;0;0;0;0;0;0;0;;62510;70;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:44.602223	1765855904.602223;2025-12-16	03:31:45.602347	1765855905.602347;00:00:01;00:01:05;1000;981;976.285;0;0;981;63563;63563;4;979;63559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;63562;0;0;0;0;0;0;0;0;;63489;70;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:45.602427	1765855905.602427;2025-12-16	03:31:46.604086	1765855906.604086;00:00:01;00:01:06;1000;981.019;976.357;0;0;982;64545;64545;3;983;64542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;64545;0;0;0;0;0;0;0;0;;64472;70;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:46.604252	1765855906.604252;2025-12-16	03:31:47.605974	1765855907.605974;00:00:01;00:01:07;1000;992.008;976.576;0;0;993;65538;65538;2;994;65536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:002000;00:00:00:001000;;65538;0;0;0;0;0;0;0;0;;65422;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:47.606053	1765855907.606053;2025-12-16	03:31:48.606969	1765855908.606969;00:00:01;00:01:08;1000;976;976.553;0;0;976;66514;66514;3;975;66511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;66514;0;0;0;0;0;0;0;0;;66397;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:48.607055	1765855908.607055;2025-12-16	03:31:49.607478	1765855909.607478;00:00:01;00:01:09;1000;976;976.531;0;0;976;67490;67490;5;974;67485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;67490;0;0;0;0;0;0;0;0;;67371;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:49.607559	1765855909.607559;2025-12-16	03:31:50.609178	1765855910.609178;00:00:01;00:01:10;1000;974.026;976.495;0;0;975;68465;68465;3;977;68462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;68465;0;0;0;0;0;0;0;0;;68348;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:50.609308	1765855910.609308;2025-12-16	03:31:51.611223	1765855911.611223;00:00:01;00:01:11;1000;976.024;976.461;0;0;977;69442;69442;4;976;69438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;69442;0;0;0;0;0;0;0;0;;69324;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:51.611337	1765855911.611337;2025-12-16	03:31:52.612056	1765855912.612056;00:00:01;00:01:12;1000;972;976.399;0;0;972;70414;70414;3;973;70411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;70414;0;0;0;0;0;0;0;0;;70297;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:52.612190	1765855912.612190;2025-12-16	03:31:53.612998	1765855913.612998;00:00:01;00:01:13;1000;989;976.558;0;0;989;71403;71403;4;988;71399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;71403;0;0;0;0;0;0;0;0;;71285;114;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:53.613084	1765855913.613084;2025-12-16	03:31:54.614369	1765855914.614369;00:00:01;00:01:14;1000;984.016;976.646;0;0;985;72388;72388;3;986;72385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;72388;0;0;0;0;0;0;0;0;;72270;115;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:54.614451	1765855914.614451;2025-12-16	03:31:55.616413	1765855915.616413;00:00:01;00:01:15;1000;982.018;976.704;0;0;983;73371;73371;4;982;73367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;73371;0;0;0;0;0;0;0;0;;73252;115;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:55.616490	1765855915.616490;2025-12-16	03:31:56.619072	1765855916.619072;00:00:01;00:01:16;1000;977.046;976.709;0;0;979;74350;74350;3;980;74347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;74350;0;0;0;0;0;0;0;0;;74232;115;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:56.619190	1765855916.619190;2025-12-16	03:31:57.621030	1765855917.621030;00:00:01;00:01:17;1000;975.025;976.674;0;0;976;75326;75326;3;976;75323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;75326;0;0;0;0;0;0;0;0;;75208;115;0;0;0;0;0;0;
